category		contribution	contribution	contribution	strengths	strengths	strengths	weakness	weakness	weakness	reproducibility	reproducibility	reproducibility	detailed	detailed	detailed	justification	justification	justification
679-Paper2611	Twelve-Lead ECG Reconstruction from Single-Lead Signals Using Generative Adversarial Networks	22	73	87	44	41	125	164	162	33	39	13	46	21	97	118	17	21	63
680-Paper3085	Ultrasonic tracking of a rapid-exchange microcatheter with simultaneous pressure sensing for cardiovascular interventions	48	63	58	44	49	33	36	61	20	7	41	21	119	147	88	9	35	36
681-Paper1417	UM-CAM: Uncertainty-weighted Multi-resolution Class Activation Maps for Weakly-supervised Fetal Brain Segmentation	81	26	46	22	40	63	19	171	55	10	23	76	79	46	472	32	40	44
682-Paper1836	Uncertainty and Shape-Aware Continual Test-Time Adaptation for Cross-Domain Segmentation of Medical Images	78	103	81	55	15	31	100	36	40	16	22	13	283	444	135	57	39	25
683-Paper1553	Uncertainty Inspired Autism Spectrum Disorder Screening	63	67	35	28	13	35	222	7	57	11	11	11	47	175	43	3	23	22
684-Paper0240	Uncertainty-informed Mutual Learning for Joint Medical Image Classification and Segmentation	27	14	77	48	13	37	104	82	162	2	17	51	44	86	42	44	10	19
685-Paper1116	Uncovering Heterogeneity in Alzheimer's Disease from Graphical Modeling of the Tau Spatiotemporal Topography	16	70	74	53	156	36	44	230	46	20	22	39	49	189	70	13	35	39
686-Paper0920	Uncovering Structural-Functional Coupling Alterations for Neurodegenerative Diseases	111	44	66	146	33	35	319	74	56	63	17	20	91	45	99	38	25	56
687-Paper3056	Understanding Silent Failures in Medical Image Classification	118	43	22	177	35	141	89	17	22	33	9	17	52	22	62	111	19	32
688-Paper2711	Unified Brain MR-Ultrasound Synthesis using Multi-Modal Hierarchical Representations	48	68	23	66	62	9	66	71	89	47	8	7	70	13	68	10	18	7
689-Paper2908	Unified surface and volumetric inference on functional imaging data	65	93	35	91	25	97	5	171	36	10	5	43	3	192	68	7	28	24
690-Paper0530	UniSeg: A Prompt-driven Universal Segmentation Model as well as A Strong Representation Learner	78	89	62	36	70	120	148	18	8	6	3	15	46	19	34	22	29	42
691-Paper1057	Unpaired Cross-modal Interaction Learning for COVID-19 Segmentation on Limited CT images	60	130	73	41	6	66	145	13	50	21	11	29	6	68	89	80	1	44
692-Paper2499	Unsupervised 3D out-of-distribution detection with latent diffusion models	121	61	24	43	42	29	99	219	37	32	48	2	9	164	138	25	67	25
693-Paper1171	Unsupervised 3D registration through optimization-guided cyclical self-training	140	82	82	38	21	92	7	54	226	14	155	21	133	784	123	23	58	31
694-Paper2309	Unsupervised classification of congenital inner ear malformations using DeepDiffusion for latent space representation	38	20	43	53	67	25	71	20	55	11	4	31	71	82	72	53	35	30
695-Paper1729	Unsupervised Discovery of 3D Hierarchical Structure with Generative Diffusion Features	82	38	74	72	66	134	126	112	63	7	94	47	39	150	59	21	37	77
696-Paper0946	Unsupervised Domain Adaptation for Anatomical Landmark Detection	59	88	51	95	56	41	272	76	84	16	28	8	118	72	28	46	117	42
697-Paper3159	Unsupervised Domain Transfer with Conditional Invertible Neural Networks	59	45	107	43	48	59	47	81	79	78	23	12	154	36	121	28	23	68
698-Paper2299	Unsupervised Learning for Feature Extraction and Temporal Alignment of 3D+t Point Clouds of Zebrafish Embryos	56	61	50	71	52	42	39	115	20	27	29	3	170	51	485	50	30	22
699-Paper0297	UOD: Universal One-shot Detection of Anatomical Landmarks	164	71	128	90	70	227	117	221	202	34	30	18	312	45	166	38	4	58
700-Paper2751	UPCoL: Uncertainty-informed Prototype Consistency Learning for Semi-supervised Medical Image Segmentation	52	33	83	63	28	11	140	48	123	9	4	13	51	8	241	24	20	17
701-Paper0843	Utilizing Longitudinal Chest X-Rays and Reports to Pre-Fill Radiology Reports	67	25	65	67	68	37	32	25	23	33	10	8	95	112	13	24	14	51
702-Paper2942	UWAT-GAN: Fundus Fluorescein Angiography Synthesis via Ultra-wide-angle Transformation Multi-scale GAN	90	43	56	15	24	33	19	18	87	3	27	6	274	81	87	16	33	54
703-Paper0139	UXDiff: Synthesis of X-ray Image from Ultrasound Coronal Image of Spine with Diffusion Probabilistic Network	21	83	73	46	113	38	34	21	215	60	22	52	179	230	283	40	16	67
704-Paper2283	Vertex Correspondence in Cortical Surface Reconstruction	35	93	74	175	100	99	89	15	51	61	34	17	208	58	59	65	10	31
705-Paper0384	VesselVAE: Recursive Variational Autoencoders for 3D Blood Vessel Synthesis	30	84	61	50	189	41	91	141	108	4	3	21	43	62	39	24	26	14
706-Paper1198	VF-HM: Vision Loss Estimation using Fundus Photograph for High Myopia	78	57	57	34	35	64	64	116	127	34	19	40	61	8	42	16	32	11
707-Paper3121	Virtual Heart models help elucidate the role of border zone in sustained monomorphic Ventricular Tachycardia	78	58	34	35	103	14	46	59	35	50	19	15	46	227	91	31	70	44
708-Paper2976	VISA-FSS: A Volume-Informed Self Supervised Approach for Few-Shot 3D Segmentation	68	78	94	59	65	145	36	36	84	21	72	72	48	46	51	28	34	43
709-Paper2328	Vision Transformer based Multi-Class Lesion Detection in IVOCT	55	33	94	40	46	33	404	40	128	46	4	73	93	73	98	40	58	85
710-Paper2226	Visual Grounding of Whole Radiology Reports for 3D CT Images	98	31	55	89	23	26	267	93	34	32	26	13	4	162	38	32	31	23
711-Paper2041	Visual-Attribute Prompt Learning for Progressive Mild Cognitive Impairment Prediction	26	39	24	43	59	55	8	72	242	11	12	10	15	32	4	28	29	80
712-Paper3421	vox2vec: A Framework for Self-supervised Contrastive Learning of Voxel-level Representations in Medical Images	86	64	40	21	68	29	16	29	32	13	14	10	29	28	29	4	21	30
713-Paper1574	Wall thickness estimation from short axis ultrasound images via temporal compatible deformation learning	39	65	81	33	10	97	82	5	120	3	92	13	41	245	86	11	13	36
714-Paper3150	WarpEM: Dynamic Time Warping for Accurate Catheter Registration in EM-guided Procedures	38	82	24	61	35	35	79	195	82	16	34	7	109	235	176	44	30	5
715-Paper1867	Wasserstein Distance-Preserving Vector Space of Persistent Homology	47	58	30	140	15	36	41	32	47	46	25	12	102	78	30	60	4	29
716-Paper3183	Weakly Supervised Cerebellar Cortical Surface Parcellation with Self-Visual Representation Learning	74	78	16	62	92	34	51	89	15	31	26	1	25	250	2	53	49	10
717-Paper2557	Weakly Supervised Lesion Localization of Nascent Geographic Atrophy in Age-Related Macular Degeneration	49	54	51	56	64	68	15	276	25	8	1	33	107	162	58	31	19	68
718-Paper0177	Weakly Supervised Medical Image Segmentation via Superpixel-guided Scribble Walking and Class-wise Contrastive Regularization	43	47	114	47	17	169	115	101	265	2	19	67	21	75	367	44	33	97
719-Paper3550	Weakly-supervised Drug Efficiency Estimation with Confidence Score: Application to COVID-19 Drug Discovery	60	50	36	25	57	42	67	125	66	14	1	15	22	49	364	45	22	4
720-Paper1279	Weakly-supervised positional contrastive learning: application to cirrhosis classification	81	42	48	54	56	67	41	107	44	25	21	1	23	36	98	22	95	16
721-Paper0147	WeakPolyp: You Only Look Bounding Box for Polyp Segmentation	59	70	89	60	98	71	57	106	77	47	25	2	180	24	2	32	21	53
722-Paper1367	What Do AEs Learn? Challenging Common Assumptions in Unsupervised Anomaly Detection	83	140	91	92	102	81	88	56	158	16	15	22	152	186	594	53	45	32
723-Paper0873	Whole-Heart Reconstruction with Explicit Topology Integrated Learning	50	33	43	28	75	62	81	24	122	5	3	64	43	4	308	31	4	64
724-Paper1646	X2Vision : 3D CT Reconstruction from Biplanar X-Rays with Deep Structure Prior	56	31	43	69	20	31	134	136	63	21	34	1	155	74	30	78	32	10
725-Paper1587	Xplainer: From X-Ray Observations to Explainable Zero-Shot Diagnosis	42	16	60	24	5	65	52	37	262	15	3	12	20	54	8	25	4	12
726-Paper3129	X-Ray to CT Rigid Registration Using Scene Coordinate Regression	61	129	76	103	64	63	159	31	21	21	21	10	447	73	129	44	17	18
727-Paper0235	YONA: You Only Need One Adjacent Reference-frame for Accurate and Fast Video Polyp Detection	19	46	36	44	18	50	25	34	33	14	33	40	286	155	77	8	43	50
728-Paper0193	You Don't Have to Be Perfect to Be Amazing: Unveil the Utility of Synthetic Images	32	137	104	49	23	61	13	35	120	16	6	19	72	35	87	16	11	28
729-Paper1950	You've Got Two Teachers: Co-evolutionary Image and Report Distillation for Semi-supervised Anatomical Abnormality Detection in Chest X-ray	81	69	63	159	39	64	122	99	56	49	21	23	31	49	259	91	90	54
730-Paper2592	Zero-shot Nuclei Detection via Visual-Language Pre-trained Models	105	75	57	80	81	22	47	38	55	43	56	17	35	40	77	22	64	73
