category		clarity	clarity	clarity	rate	rate	rate	confidence	confidence	confidence	rate rebuttal	rate rebuttal	rate rebuttal
550-Paper1670	Right for the Wrong Reason: Can Interpretable ML Techniques Detect Spurious Correlations?	Very Good	Excellent	Good	5	5	4	Very confident	Very confident	Very confident	N/A	5	N/A
551-Paper3152	Robust and Generalisable Segmentation of Subtle Epilepsy-causing Lesions: a Graph Convolutional Approach	Very Good	Very Good	Very Good	5	6	6	Somewhat confident	Very confident	Very confident	N/A	N/A	N/A
552-Paper2082	Robust Cervical Abnormal Cell Detection via Distillation from Local-scale Consistency Refinement	Good	Good	Poor	6	4	5	Very confident	Very confident	Confident but not absolutely certain	N/A	5	N/A
553-Paper1184	Robust estimation of the microstructure of the early developing brain using deep learning	Good	Excellent	Very Good	5	6	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	N/A	N/A
554-Paper0461	Robust Exclusive Adaptive Sparse Feature Selection for Biomarker Discovery and Early Diagnosis of Neuropsychiatric Systemic Lupus Erythematosus	Very Good	Very Good	Very Good	5	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
555-Paper0358	Robust Hough and Spatial-To-Angular Transform Based Rotation Estimation for Orthopedic X-Ray Images	Satisfactory	Very Good	Good	3	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Not confident	N/A	N/A	N/A
556-Paper0354	Robust Segmentation via Topology Violation Detection and Feature Synthesis	Very Good	Very Good	Very Good	4	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	4	N/A	7
557-Paper2813	Robust T-Loss for Medical Image Segmentation	Good	Very Good	Very Good	6	7	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
558-Paper2279	Robust vertebra identification using simultaneous node and edge predicting Graph Neural Networks	Excellent	Very Good	Good	7	5	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
559-Paper0318	S2ME: Spatial-Spectral Mutual Teaching and Ensemble Learning for Scribble-supervised Polyp Segmentation	Very Good	Very Good	Good	6	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
560-Paper2838	S3M: Scalable Statistical Shape Modeling through Unsupervised Correspondences	Poor	Satisfactory	Very Good	2	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	4	N/A	N/A
561-Paper0472	SAMConvex: Fast Discrete Optimization for CT Registration using Self-supervised Anatomical Embedding and Correlation Pyramid	Good	Very Good	Good	4	5	5	Very confident	Very confident	Very confident	4	5	6
562-Paper0344	SATTA: Semantic-Aware Test-Time Adaptation for Cross-Domain Medical Image Segmentation	Satisfactory	Very Good	Satisfactory	5	5	5	Somewhat confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
563-Paper1263	Scale Federated Learning for Label Set Mismatch in Medical Image Classification	Very Good	Good		5	5		Somewhat confident	Very confident		N/A	N/A	
564-Paper2366	Scale-aware Test-time Click Adaptation for Pulmonary Nodule and Mass Segmentation	Very Good	Good	Good	7	5	4	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	5	5	N/A
565-Paper2551	Scaling Up 3D Kernels with Bayesian Frequency Re-Parameterization for Medical Image Segmentation	Very Good	Very Good	Good	5	6	5	Somewhat confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
566-Paper1923	SCOL: Supervised Contrastive Ordinal Loss for Abdominal Aortic Calcification Scoring on Vertebral Fracture Assessment Scans	Satisfactory	Very Good	Very Good	5	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	5	5	N/A
567-Paper2625	Scribble-based 3D Multiple Abdominal Organ Segmentation via Triple-branch Multi-dilated Network with Pixel- and Class-wise Consistency	Very Good	Good	Excellent	5	4	6	Very confident	Very confident	Very confident	N/A	5	3
568-Paper0185	Second-course Esophageal Gross Tumor Volume Segmentation in CT with Prior Anatomical and Radiotherapy Information	Good	Good	Very Good	4	6	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
569-Paper0392	SEDSkill: Surgical Events Driven Method for Skill Assessment from Thoracoscopic Surgical Videos	Good	Satisfactory	Good	5	5	4	Very confident	Very confident	Confident but not absolutely certain	5	N/A	5
570-Paper0954	Segment Membranes and Nuclei from Histopathological Images via Nuclei Point-level Supervision	Satisfactory	Good	Good	4	6	5	Very confident	Very confident	Somewhat confident	N/A	N/A	N/A
571-Paper2453	Segmentation Distortion: Quantifying Segmentation Uncertainty under Domain Shift via the Effects of Anomalous Activations	Very Good	Good	Satisfactory	8	5	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
572-Paper2085	Segmentation of Kidney Tumors on Non-Contrast CT Images using Protuberance Detection Network	Excellent	Excellent	Very Good	6	5	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
573-Paper0544	SegmentOR: Obtaining Efficient Operating Room Semantics Through Temporal Propagation	Very Good	Good	Satisfactory	6	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	6	N/A	N/A
574-Paper0584	SegNetr: Rethinking the local-global interactions and skip connections in U-shaped networks	Good	Very Good	Good	5	7	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
575-Paper0399	Self- and Semi-Supervised Learning for Gastroscopic Lesion Detection	Good	Good	Poor	6	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	6	N/A	N/A
576-Paper3009	Self-adaptive Adversarial Training for Robust Medical Segmentation	Good	Very Good	Satisfactory	5	5	4	Somewhat confident	Very confident	Very confident	N/A	N/A	N/A
577-Paper0503	Self-aware and Cross-sample Prototypical Learning for Semi-supervised Medical Image Segmentation	Good	Satisfactory	Very Good	5	5	6	Very confident	Somewhat confident	Confident but not absolutely certain	N/A	N/A	N/A
578-Paper3102	Self-distillation for surgical action recognition	Good	Very Good	Very Good	5	6	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
579-Paper1544	Self-feedback Transformer: A Multi-label Diagnostic Model for Real-world Pancreatic Neuroendocrine Neoplasms Data	Very Good	Good	Satisfactory	6	5	4	Confident but not absolutely certain	Very confident	Somewhat confident	N/A	5	5
580-Paper1619	Self-pruning Graph Neural Network for Predicting Inflammatory Disease Activity in Multiple Sclerosis from Brain MR Images	Satisfactory	Excellent		3	7		Very confident	Very confident		N/A	N/A	
581-Paper1357	Self-supervised dense representation learning for live-cell microscopy with time arrow prediction	Poor	Very Good	Poor	5	6	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
582-Paper2757	Self-Supervised Domain Adaptive Segmentation of Breast Cancer via Test-Time Fine-Tuning	Good	Satisfactory	Poor	5	5	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	5	6	3
583-Paper2074	Self-Supervised Learning for Endoscopic Video Analysis	Satisfactory	Very Good	Very Good	3	5	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	6	N/A
584-Paper1517	Self-Supervised Learning for Physiologically-Based Pharmacokinetic Modeling in Dynamic PET	Good	Good	Good	4	6	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
585-Paper2363	Self-supervised learning via inter-modal reconstruction and feature projection networks for label-efficient 3D-to-2D segmentation	Good	Very Good	Good	5	6	5	Very confident	Confident but not absolutely certain	Very confident	N/A	6	N/A
586-Paper3131	Self-Supervised MRI Reconstruction with Unrolled Diffusion Models	Good	Excellent	Good	5	7	3	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	2
587-Paper2144	Self-Supervised Polyp Re-Identification in Colonoscopy	Poor	Good	Excellent	2	4	6	Very confident	Very confident	Very confident	N/A	5	N/A
588-Paper3443	Self-supervised Sim-to-Real Kinematics Reconstruction for Video-based Assessment of Intraoperative Suturing Skills	Very Good	Very Good	Very Good	6	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
589-Paper0452	Semantic difference guidance for the uncertain boundary segmentation of CT left atrial appendage	Very Good	Very Good	Poor	7	4	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	5
590-Paper3070	Semantic segmentation of surgical hyperspectral images under geometric domain shifts	Very Good	Very Good	Excellent	5	7	8	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
591-Paper2069	Semantic Virtual Shadows (SVS) for Improved Perception in 4D OCT Guided Surgery	Good	Very Good	Excellent	4	6	8	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
592-Paper1965	Semi-supervised Class Imbalanced Deep Learning for Cardiac MRI Segmentation	Satisfactory	Very Good	Very Good	4	5	6	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	4	6	N/A
593-Paper1041	Semi-supervised Domain Adaptive Medical Image Segmentation through Consistency Regularized Disentangled Contrastive Learning	Good	Very Good	Good	6	6	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
594-Paper1180	Semi-supervised Pathological Image Segmentation via Cross Distillation of Multiple Attentions	Very Good	Very Good	Good	5	6	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
595-Paper1345	SENDD: Sparse Efficient Neural Depth and Deformation for Tissue Tracking	Good	Satisfactory	Good	6	3	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	6	5	5
596-Paper0388	SFusion: Self-attention based N-to-One Multimodal Fusion Block	Excellent	Very Good	Satisfactory	7	5	3	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	5	5
597-Paper1406	Shape-Aware 3D Small Vessel Segmentation with Local Contrast Guided Attention	Very Good	Very Good	Good	6	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
598-Paper2329	Shape-based pose estimation for automatic standard views of the knee	Satisfactory	Very Good	Good	5	7	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
599-Paper0495	Shifting More Attention to Breast Lesion Segmentation in Ultrasound Videos	Excellent	Excellent	Very Good	4	6	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
600-Paper0202	SHISRCNet: Super-resolution And Classification Network For Low-resolution Breast Cancer Histopathology Image	Very Good	Poor	Satisfactory	6	4	5	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	5	N/A
601-Paper2245	SimPLe: Similarity-Aware Propagation Learning for Weakly-Supervised Breast Cancer Segmentation in DCE-MRI	Very Good	Excellent	Satisfactory	4	6	3	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	5	N/A	N/A
602-Paper0626	Simulation of Arbitrary Level Contrast Dose in MRI Using an Iterative Global Transformer Model	Good	Very Good	Excellent	4	5	6	Confident but not absolutely certain	Somewhat confident	Very confident	5	N/A	N/A
603-Paper2313	Simulation-based parameter optimization for fetal brain MRI super-resolution reconstruction	Very Good	Good	Good	7	4	5	Confident but not absolutely certain	Not confident	Very confident	N/A	N/A	N/A
604-Paper1199	Single-subject Multi-contrast MRI Super-resolution via Implicit Neural Representations	Very Good	Very Good	Satisfactory	7	4	4	Very confident	Very confident	Very confident	N/A	N/A	N/A
605-Paper1748	Skin Lesion Correspondence Localization in Total Body Photography	Excellent	Good	Very Good	7	3	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	6	4	6
606-Paper1447	SLPD: Slide-level Prototypical Distillation for WSIs	Good	Very Good	Good	5	6	4	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	5
607-Paper0397	SLPT: Selective Labeling Meets Prompt Tuning on Label-Limited Lesion Segmentation	Good	Very Good	Good	4	6	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	6	N/A
608-Paper1385	Smooth Attention for Deep Multiple Instance Learning: Application to CT Intracranial Hemorrhage Detection	Very Good	Very Good	Very Good	6	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
609-Paper1777	SMRD: SURE-based Robust MRI Reconstruction with Diffusion Models	Good	Excellent	Very Good	5	7	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
610-Paper1007	Soft-tissue Driven Craniomaxillofacial Surgical Planning	Very Good	Good	Very Good	6	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
611-Paper3696	Solving Low-Dose CT Reconstruction via GAN with Local Coherence	Excellent	Very Good	Satisfactory	6	6	3	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
612-Paper0985	Source-Free Domain Adaptation for Medical Image Segmentation via Prototype-Anchored Feature Alignment and Contrastive Learning	Very Good	Good	Good	5	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	5	4	5
613-Paper0888	Source-Free Domain Adaptive Fundus Image Segmentation with Class-Balanced Mean Teacher	Good	Excellent	Very Good	4	7	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
614-Paper1589	Spatiotemporal Hub Identification in Brain Network by Learning Dynamic Graph Embedding on Grassmannian Manifold	Satisfactory	Good	Good	3	5	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
615-Paper2515	Spatiotemporal Incremental Mechanics Modeling of Facial Tissue Change	Very Good	Excellent	Very Good	5	6	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
616-Paper1337	Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation	Excellent	Good	Very Good	6	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
617-Paper0216	Speech Audio Synthesis from Tagged MRI and Non-Negative Matrix Factorization via Plastic Transformer	Excellent	Excellent	Good	7	8	4	Confident but not absolutely certain	Very confident	Not confident	N/A	N/A	N/A
618-Paper2887	Spinal nerve segmentation method and dataset construction in endoscopic surgical scenarios	Very Good	Very Good	Good	5	6	3	Confident but not absolutely certain	Very confident	Very confident	N/A	7	5
619-Paper1236	SPR-Net: Structural Points based Registration for Coronary Arteries across Systolic and Diastolic Phases	Good	Good	Very Good	5	4	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
620-Paper1006	StainDiff: Transfer Stain Styles of Histology Images with Denoising Diffusion Probabilistic Models and Self-Ensemble	Satisfactory	Very Good	Very Good	3	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	6
621-Paper1948	STAR-Echo: A Novel Biomarker for Prognosis of MACE in Chronic Kidney Disease Patients using Spatiotemporal Analysis and Transformer-Based Radiomics Models	Good	Satisfactory	Very Good	6	3	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
622-Paper3313	Structured State Space Models for Multiple Instance Learning in Digital Pathology	Very Good	Satisfactory	Very Good	6	4	6	Somewhat confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
623-Paper2117	Structure-decoupled Adaptive Part Alignment Network for Domain Adaptive Mitochondria Segmentation	Satisfactory	Excellent	Good	5	6	4	Somewhat confident	Very confident	Confident but not absolutely certain	N/A	6	5
624-Paper3113	StructuRegNet: Structure-guided Multimodal 2D-3D Registration	Good	Satisfactory	Poor	6	3	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
625-Paper0622	Structure-Preserving Instance Segmentation via Skeleton-Aware Distance Transform	Very Good	Very Good	Very Good	7	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
626-Paper0654	Structure-Preserving Synthesis: MaskGAN for Unpaired MR-CT Translation	Excellent	Good	Good	7	4	3	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	5
627-Paper1433	Style-based Manifold for Weakly-supervised Disease Characteristic Discovery	Good	Very Good	Good	6	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
628-Paper2544	SurfFlow: A Flow-Based Approach for Rapid and Accurate Cortical Surface Reconstruction from Infant Brain MRI	Satisfactory	Excellent	Very Good	3	7	4	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	3	N/A	5
629-Paper2331	Surgical Action Triplet Detection by Mixed Supervised Learning of Instrument-Tissue Interactions	Good	Very Good	Good	5	7	5	Somewhat confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
630-Paper2207	Surgical Activity Triplet Recognition via Triplet Disentanglement	Good	Very Good	Very Good	5	7	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
631-Paper0188	Surgical Video Captioning with Mutual-Modal Concept Alignment	Good	Excellent	Very Good	4	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
632-Paper1492	SurgicalGPT: End-to-End Language-Vision GPT for Visual Question Answering in Surgery	Good	Very Good		5	4		Somewhat confident	Confident but not absolutely certain		N/A	N/A	
633-Paper0466	SwinMM: Masked Multi-view with Swin Transformers for 3D Medical Image Segmentation	Good	Very Good	Very Good	5	6	7	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
634-Paper1667	SwinUNETR-V2: Stronger Swin Transformers with Stagewise Convolutions for 3D Medical Image Segmentation	Satisfactory	Good	Good	6	6	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
635-Paper1380	SwIPE: Efficient and Robust Medical Image Segmentation with Implicit Patch Embeddings	Very Good	Satisfactory	Very Good	6	5	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	5
636-Paper1534	Synthesis of Contrast-Enhanced Breast MRI Using T1- and Multi-b-Value DWI-based Hierarchical Fusion Network with Attention Mechanism	Good	Satisfactory	Good	6	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
637-Paper1741	Synthesising Rare Cataract Surgery Samples with Guided Diffusion Models	Poor	Very Good	Good	3	6	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	4	6	5
638-Paper3484	Synthetic Augmentation with Large-scale Unconditional Pre-training	Very Good	Very Good	Excellent	7	5	5	Very confident	Somewhat confident	Very confident	N/A	N/A	N/A
639-Paper2389	TabAttention: Learning Attention Conditionally on Tabular Data	Very Good	Good	Very Good	5	4	5	Somewhat confident	Confident but not absolutely certain	Somewhat confident	5	4	5
640-Paper0919	TauFlowNet: Uncovering Propagation Mechanism of Tau Aggregates by Neural Transport Equation	Excellent	Good	Very Good	7	4	6	Confident but not absolutely certain	Somewhat confident	Confident but not absolutely certain	7	4	7
641-Paper2196	TCEIP: Text Condition Embedded Regression Network for Dental Implant Position Prediction	Very Good	Very Good	Satisfactory	5	4	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	6	5
642-Paper0880	TCL: Triplet Consistent Learning for Odometry Estimation of Monocular Endoscope	Very Good	Very Good	Good	6	7	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	7	5
643-Paper3608	Temporal Uncertainty Localization to Enable Human-in-the-loop Analysis of Dynamic Contrast-enhanced Cardiac MRI Datasets	Good	Good	Satisfactory	3	5	5	Confident but not absolutely certain	Very confident	Somewhat confident	5	5	6
644-Paper2911	Tensor-based Multimodal Learning for Prediction of Pulmonary Arterial Wedge Pressure from Cardiac MRI	Very Good	Very Good	Satisfactory	4	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	5
645-Paper2005	Text-Guided Cross-Position Attention for Segmentation: Case of Medical Image	Satisfactory	Very Good	Poor	5	6	2	Very confident	Somewhat confident	Very confident	N/A	5	5
646-Paper1254	Text-guided Foundation Model Adaptation for Pathological Image Classification	Very Good	Satisfactory	Good	7	5	2	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	7	N/A	5
647-Paper1613	The Role of Subgroup Separability in Group-Fair Medical Image Classification	Excellent	Very Good	Good	7	5	4	Confident but not absolutely certain	Somewhat confident	Somewhat confident	N/A	N/A	N/A
648-Paper1157	Thinking Like Sonographers: A Deep CNN Model for Diagnosing Gout from Musculoskeletal Ultrasound	Satisfactory	Good	Very Good	4	7	7	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
649-Paper1212	Thyroid Nodule Diagnosis in Dynamic Contrast-enhanced Ultrasound via Microvessel Infiltration Awareness	Very Good	Very Good	Good	5	7	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
650-Paper1314	Topology Repairing of Disconnected Pulmonary Airways and Vessels: Baselines and a Dataset	Very Good	Good	Good	5	6	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
651-Paper0181	Topology-Preserving Automatic Labeling of Coronary Arteries via Anatomy-aware Connection Classifier	Good	Very Good	Very Good	2	6	6	Very confident	Very confident	Confident but not absolutely certain	3	N/A	N/A
652-Paper1351	Topology-Preserving Computed Tomography Super-resolution Based on Dual-stream Diffusion Model	Good	Good	Satisfactory	6	6	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
653-Paper0994	Toward Fairness Through Fair Multi-Exit Framework for Dermatological Disease Diagnosis	Good	Very Good	Good	4	5	5	Very confident	Confident but not absolutely certain	Very confident	5	5	N/A
654-Paper0225	Towards Accurate Microstructure Estimation via 3D Hybrid Graph Transformer	Good	Very Good	Good	6	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
655-Paper1614	Towards AI-driven radiology education: A self-supervised segmentation-based framework for high-precision medical image editing	Very Good	Excellent	Very Good	7	7	4	Very confident	Somewhat confident	Very confident	N/A	N/A	N/A
656-Paper0094	Towards Expert-Amateur Collaboration: Prototypical Label Isolation Learning for Left Atrium Segmentation with Mixed-Quality Labels	Good	Satisfactory	Good	5	4	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	N/A	N/A
657-Paper3191	Towards frugal unsupervised detection of subtle abnormalities in medical imaging	Satisfactory	Good	Very Good	5	4	7	Very confident	Somewhat confident	Confident but not absolutely certain	5	5	7
658-Paper1591	Towards Generalizable Diabetic Retinopathy Grading in Unseen Domains	Satisfactory	Very Good	Good	5	7	6	Confident but not absolutely certain	Somewhat confident	Very confident	N/A	N/A	N/A
659-Paper3244	Towards multi-modal anatomical landmark detection for ultrasound-guided brain tumor resection with contrastive learning	Excellent	Very Good	Poor	5	5	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	6	5	N/A
660-Paper0283	Towards Novel Class Discovery: A Study in Novel Skin Lesions Clustering	Good	Very Good	Very Good	4	6	5	Very confident	Somewhat confident	Confident but not absolutely certain	5	N/A	N/A
661-Paper0611	TPRO: Text-prompting-based Weakly Supervised Histopathology Tissue Segmentation	Good	Very Good	Very Good	6	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
662-Paper1522	Trackerless Volume Reconstruction from Intraoperative Ultrasound Images	Good	Very Good	Very Good	5	5	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
663-Paper3122	Tracking adaptation to improve SuperPoint for 3D reconstruction in endoscopy	Satisfactory	Satisfactory	Very Good	4	4	7	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat confident	5	4	N/A
664-Paper3146	TractCloud: Registration-free Tractography Parcellation with a Novel Local-global Streamline Point Cloud Representation	Good	Excellent	Good	4	8	6	Very confident	Very confident	Very confident	N/A	N/A	7
665-Paper1501	Transfer Learning-Assisted Survival Analysis of Breast Cancer Relying on the Spatial Interaction Between Tumor-Infiltrating Lymphocytes and Tumors	Satisfactory	Excellent	Good	4	7	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
666-Paper3086	Transferability-Guided Multi-Source Model Adaptation for Medical Image Segmentation	Very Good	Very Good	Excellent	6	5	6	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
667-Paper0211	Transformer-based Annotation Bias-aware Medical Image Segmentation	Very Good	Very Good	Good	6	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
668-Paper1015	Transformer-based Dual-domain Network for Few-view Dedicated Cardiac SPECT Image Reconstructions	Satisfactory	Very Good	Good	3	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
669-Paper2405	Transformer-based end-to-end classification of variable-length volumetric data	Satisfactory	Good	Good	4	5	5	Very confident	Confident but not absolutely certain	Very confident	5	N/A	N/A
670-Paper2643	Transformer-based tooth segmentation, identification and pulp calcification recognition in CBCT	Good	Poor	Very Good	5	3	7	Somewhat confident	Very confident	Very confident	N/A	N/A	N/A
671-Paper1235	TransLiver: A Hybrid Transformer Model for Multi-phase Liver Lesion Classification	Very Good	Good	Good	4	3	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	4	5	N/A
672-Paper0918	TransNuSeg: A Lightweight Multi-Task Transformer for Nuclei Segmentation	Very Good	Very Good	Very Good	5	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
673-Paper0529	Treasure in Distribution: A Domain Randomization based Multi-Source Domain Generalization for 2D Medical Image Segmentation	Good	Good	Excellent	5	6	7	Very confident	Somewhat confident	Confident but not absolutely certain	N/A	N/A	N/A
674-Paper2676	Treatment Outcome Prediction for Intracerebral Hemorrhage via Generative Prognostic Model with Imaging and Tabular Data	Very Good	Excellent	Satisfactory	5	8	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
675-Paper3480	Triangular Analysis of Geographical Interplay of Lymphocytes (TriAnGIL): Predicting Immunotherapy Response in Lung Cancer	Very Good	Good	Good	6	4	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	4	5
676-Paper1044	TriDo-Former: A Triple-Domain Transformer for Direct PET Reconstruction from Low-Dose Sinograms	Good	Very Good	Good	4	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	5	6	N/A
677-Paper0925	Trust your neighbours: Penalty-based constraints for model calibration	Excellent	Good	Very Good	7	6	3	Somewhat confident	Confident but not absolutely certain	Very confident	7	6	4
678-Paper2739	TSegFormer: 3D Tooth Segmentation in Intraoral Scans with Geometry Guided Transformer	Good	Very Good	Very Good	3	7	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	4	N/A	7
679-Paper2611	Twelve-Lead ECG Reconstruction from Single-Lead Signals Using Generative Adversarial Networks	Very Good	Very Good	Very Good	5	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
680-Paper3085	Ultrasonic tracking of a rapid-exchange microcatheter with simultaneous pressure sensing for cardiovascular interventions	Good	Very Good	Very Good	5	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
681-Paper1417	UM-CAM: Uncertainty-weighted Multi-resolution Class Activation Maps for Weakly-supervised Fetal Brain Segmentation	Very Good	Good	Very Good	6	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
682-Paper1836	Uncertainty and Shape-Aware Continual Test-Time Adaptation for Cross-Domain Segmentation of Medical Images	Excellent	Very Good	Very Good	5	6	6	Confident but not absolutely certain	Very confident	Somewhat confident	N/A	N/A	N/A
683-Paper1553	Uncertainty Inspired Autism Spectrum Disorder Screening	Good	Very Good	Good	3	5	5	Very confident	Confident but not absolutely certain	Somewhat confident	N/A	N/A	N/A
684-Paper0240	Uncertainty-informed Mutual Learning for Joint Medical Image Classification and Segmentation	Excellent	Good	Satisfactory	5	5	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	7	N/A	4
