category		contribution	contribution	contribution	detailed	detailed	detailed	justifictation	justifictation	justifictation	reproducibility	reproducibility	reproducibility	strenghts	strenghts	strenghts	total	total	total	weakness	weakness	weakness
532-Paper1024	Uncertainty-aware Cascade Network for Ultrasound Image Segmentation with Ambiguous Boundary	41	29	18.0	218	128	115.0	28	21	10.0	13	4	3.0	34	20	46.0	363.0	239.0	207.0	29	37	15.0
533-Paper0136	Uncertainty-Guided Lung Nodule Segmentation with Feature-Aware Attention	91	13	74.0	120	7	37.0	23	7	52.0	15	1	18.0	60	12	123.0	556.0	151.0	422.0	247	111	118.0
534-Paper0010	Undersampled MRI Reconstruction with Side Information-Guided Normalisation	25	59	55.0	4	54	115.0	14	28	16.0	10	19	13.0	29	75	31.0	99.0	249.0	255.0	17	14	25.0
535-Paper0077	UNeXt: MLP-based Rapid Medical Image Segmentation Network	88	46	27.0	423	37	6.0	50	43	4.0	52	16	31.0	64	139	24.0	715.0	408.0	310.0	38	127	218.0
536-Paper1888	Uni4Eye: Unified 2D and 3D Self-supervised Pre-training via Masked Image Modeling Transformer for Ophthalmic Image Classification	121	118	64.0	133	370	127.0	24	70	7.0	29	62	12.0	65	95	23.0	495.0	823.0	284.0	123	108	51.0
537-Paper2587	Unified Embeddings of Structural and Functional Connectome via a Function-Constrained Structural Graph Variational Auto-Encoder	51	36	24.0	105	54	264.0	43	7	44.0	5	7	16.0	29	22	45.0	283.0	172.0	438.0	50	46	45.0
538-Paper1638	Unsupervised Contrastive Learning of Image Representations from Ultrasound Videos with Hard Negative Mining	49	38	35.0	15	102	41.0	60	51	35.0	3	13	7.0	48	28	59.0	255.0	293.0	204.0	80	61	27.0
539-Paper0316	Unsupervised Cross-Disease Domain Adaptation by Lesion Scale Matching	78	67	39.0	92	9	16.0	32	7	3.0	29	7	10.0	34	33	42.0	332.0	132.0	236.0	67	9	126.0
540-Paper2464	Unsupervised Cross-Domain Feature Extraction for Single Blood Cell Image Classification	38	20	42.0	143	479	28.0	19	10	41.0	32	10	15.0	14	69	36.0	299.0	1017.0	319.0	53	429	157.0
541-Paper0421	Unsupervised Deep Non-Rigid Alignment by Low-Rank Loss and Multi-Input Attention	24	56	66.0	216	203	531.0	8	22	23.0	3	33	36.0	37	25	76.0	324.0	486.0	750.0	36	147	18.0
542-Paper0045	Unsupervised Deformable Image Registration with Absent Correspondences in Pre-operative and Post-Recurrence Brain Tumor MRI Scans	46	85	18.0	23	79	185.0	29	56	39.0	21	43	11.0	18	57	19.0	303.0	380.0	309.0	166	60	37.0
543-Paper2562	Unsupervised Domain Adaptation with Contrastive Learning for OCT Segmentation	59	37	76.0	2	200	26.0	15	27	55.0	12	4	42.0	36	44	82.0	282.0	324.0	545.0	158	12	264.0
544-Paper0139	Unsupervised Domain Adaptive Fundus Image Segmentation with Category-level Regularization	51	40	23.0	44	3	68.0	24	10	9.0	11	14	4.0	40	6	23.0	225.0	369.0	151.0	55	296	24.0
545-Paper0928	Unsupervised Lesion-Aware Transfer Learning for Diabetic Retinopathy Grading in Ultra-Wide-Field Fundus Photography	40	102	89.0	126	135	605.0	19	40	31.0	8	20	33.0	33	24	27.0	258.0	378.0	842.0	32	57	57.0
546-Paper2097	Unsupervised Nuclei Segmentation using Spatial Organization Priors	41	149	44.0	120	175	145.0	14	23	57.0	22	44	58.0	32	21	23.0	300.0	566.0	347.0	71	154	20.0
547-Paper2242	Unsupervised Representation Learning of Cingulate Cortical Folding Patterns	33	16	54.0	51	50	173.0	21	15	14.0	9	10	11.0	40	17	17.0	228.0	144.0	305.0	74	36	36.0
548-Paper0547	Usable Region Estimate for Assessing Practical Usability of Medical Image Segmentation Models	54	34	40.0	85	183	35.0	44	38	18.0	14	5	2.0	55	34	6.0	394.0	315.0	121.0	142	21	20.0
549-Paper0871	USG-Net: Deep Learning-based Ultrasound Scanning-Guide for an Orthopedic Sonographer	89	48	51.0	482	51	292.0	16	34	45.0	22	28	37.0	25	50	50.0	693.0	259.0	553.0	59	48	78.0
550-Paper0962	Using Guided Self-Attention with Local Information for Polyp Segmentation	18	29	103.0	14	191	81.0	9	37	70.0	2	19	268.0	31	42	83.0	115.0	354.0	660.0	41	36	55.0
551-Paper1714	USPoint: Self-Supervised Interest Point Detection and Description for Ultrasound-Probe Motion Estimation during Fine-Adjustment Standard Fetal Plane Finding	107	115	12.0	232	181	131.0	55	14	21.0	16	41	8.0	79	120	19.0	815.0	630.0	285.0	326	159	94.0
552-Paper1036	Vector Quantisation for Robust Segmentation	53	34	18.0	85	407	125.0	36	29	25.0	1	68	21.0	91	49	61.0	474.0	869.0	276.0	208	282	26.0
553-Paper2513	Video-based Surgical Skills Assessment using Long term Tool Tracking	75	14	107.0	180	71	1097.0	36	12	24.0	28	5	83.0	46	50	80.0	426.0	291.0	1424.0	61	139	33.0
554-Paper2365	Vision-Language Contrastive Learning Approach to Robust Automatic Placenta Analysis Using Photographic Images	34	38	74.0	26	250	90.0	18	32	20.0	28	2	80.0	47	49	51.0	184.0	435.0	400.0	31	64	85.0
555-Paper2116	Visual deep learning-based explanation for neuritic plaques segmentation in Alzheimer's Disease using weakly annotated whole slide histopathological images	27	40	50.0	38	128	47.0	41	21	18.0	26	6	10.0	58	14	18.0	265.0	245.0	190.0	75	36	47.0
556-Paper0718	Visual explanations for the detection of diabetic retinopathy from retinal fundus images	50	68	29.0	54	33	99.0	4	7	80.0	19	3	29.0	84	55	55.0	249.0	259.0	461.0	38	93	169.0
557-Paper0634	vMFNet: Compositionality Meets Domain-generalised Segmentation	45	102	76.0	82	128	385.0	78	35	42.0	11	22	27.0	59	61	84.0	331.0	497.0	752.0	56	149	138.0
558-Paper0897	Vol2Flow: Segment 3D Volumes using a Sequence of Registration Flows	55	42	61.0	27	285	29.0	14	12	69.0	9	17	4.0	10	25	29.0	126.0	405.0	327.0	11	24	135.0
559-Paper1748	Warm Start Active Learning with Proxy Labels & Selection via Semi-Supervised Fine-Tuning	30	65	60.0	31	68	21.0	11	16	46.0	3	14	7.0	93	23	70.0	219.0	250.0	322.0	51	64	118.0
560-Paper1064	WavTrans: Synergizing Wavelet and Cross-Attention Transformer for Multi-Contrast MRI Super-resolution	62	42	37.0	41	147	32.0	74	4	5.0	18	25	13.0	41	42	39.0	260.0	316.0	147.0	24	56	21.0
561-Paper1100	Weakly Supervised MR-TRUS Image Synthesis for Brachytherapy of Prostate Cancer	41	49	34.0	56	21	5.0	35	52	27.0	11	9	39.0	42	25	65.0	260.0	157.0	182.0	75	1	12.0
562-Paper0890	Weakly Supervised Online Action Detection for Infant General Movements	102	84	72.0	44	50	120.0	24	60	55.0	34	24	50.0	47	77	108.0	293.0	380.0	502.0	42	85	97.0
563-Paper1515	Weakly Supervised Segmentation by Tensor Graph Learning for Whole Slide Images	94	45	15.0	284	19	182.0	41	31	3.0	57	31	1.0	74	21	3.0	686.0	272.0	207.0	136	125	3.0
564-Paper1599	Weakly Supervised Volumetric Image Segmentation with Deformed Templates	80	44	20.0	60	36	65.0	21	22	49.0	14	6	37.0	42	23	15.0	356.0	151.0	381.0	139	20	195.0
565-Paper0507	Weakly-supervised Biomechanically-constrained CT/MRI Registration of the Spine	19	58	27.0	20	79	60.0	11	8	17.0	25	9	1.0	16	81	8.0	111.0	304.0	170.0	20	69	57.0
566-Paper1283	Weakly-supervised High-fidelity Ultrasound Video Synthesis with Feature Decoupling	78	29	52.0	95	12	18.0	18	28	8.0	20	22	10.0	38	116	37.0	326.0	273.0	228.0	77	66	103.0
567-Paper0130	Weighted Concordance Index Loss-based Multimodal Survival Modeling for Radiation Encephalopathy Assessment in Nasopharyngeal Carcinoma Radiotherapy	61	35	144.0	41	21	67.0	27	41	54.0	21	23	47.0	103	34	61.0	355.0	206.0	412.0	102	52	39.0
568-Paper1328	What can we learn about a generated image corrupting its latent representation?	53	48	74.0	21	109	14.0	37	12	68.0	2	16	13.0	19	34	59.0	196.0	262.0	261.0	64	43	33.0
569-Paper0115	What Makes for Automatic Reconstruction of Pulmonary Segments	34	108	54.0	131	47	33.0	13	15	13.0	13	17	7.0	30	18	37.0	278.0	428.0	309.0	57	223	165.0
570-Paper2080	White Matter Tracts are Point Clouds: Neuropsychological Score Prediction and Critical Region Localization via Geometric Deep Learning	92	34	73.0	37	88	22.0	41	10	57.0	62	13	17.0	68	48	58.0	480.0	217.0	404.0	180	24	177.0
571-Paper1180	Whole Slide Cervical Cancer Screening Using Graph Attention Network and Supervised Contrastive Learning	38	19	45.0	276	22	35.0	7	161	53.0	2	11	26.0	18	30	48.0	357.0	417.0	233.0	16	174	26.0
572-Paper0898	Why patient data cannot be easily forgotten?	33	114	52.0	240	161	48.0	17	29	17.0	4	24	8.0	25	70	44.0	387.0	476.0	398.0	68	78	229.0
573-Paper0475	XMorpher: Full Transformer for Deformable Medical Image Registration via Cross Attention	24	42	61.0	249	198	259.0	39	6	31.0	11	9	1.0	27	14	50.0	384.0	374.0	418.0	34	105	16.0
574-Paper1063	Y-Net: A Spatiospectral Dual-Encoder Network for Medical Image Segmentation	35	34	47.0	61	117	66.0	29	1	10.0	27	13	1.0	64	14	7.0	366.0	192.0	221.0	150	13	90.0
