category		clarity	clarity	clarity	rate	rate	rate	confidence	confidence	confidence	rate rebuttal	rate rebuttal	rate rebuttal
545-Paper0928	Unsupervised Lesion-Aware Transfer Learning for Diabetic Retinopathy Grading in Ultra-Wide-Field Fundus Photography	Good	Good	Very Good	5	5	3	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	4
546-Paper2097	Unsupervised Nuclei Segmentation using Spatial Organization Priors	Very Good	Very Good	Very Good	5	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
547-Paper2242	Unsupervised Representation Learning of Cingulate Cortical Folding Patterns	Good	Very Good	Good	5	5	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
548-Paper0547	Usable Region Estimate for Assessing Practical Usability of Medical Image Segmentation Models	Very Good	Very Good	Good	4	6	4	Confident but not absolutely certain	Somewhat Confident	Very confident	Not Answered	Not Answered	Not Answered
549-Paper0871	USG-Net: Deep Learning-based Ultrasound Scanning-Guide for an Orthopedic Sonographer	Satisfactory	Very Good	Good	4	5	6	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	5	Not Answered	Not Answered
550-Paper0962	Using Guided Self-Attention with Local Information for Polyp Segmentation	Good	Satisfactory	Very Good	6	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
551-Paper1714	USPoint: Self-Supervised Interest Point Detection and Description for Ultrasound-Probe Motion Estimation during Fine-Adjustment Standard Fetal Plane Finding	Very Good	Good	Good	4	7	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	6	Not Answered	5
552-Paper1036	Vector Quantisation for Robust Segmentation	Very Good	Good	Good	5	4	6	Very confident	Very confident	Somewhat Confident	N/A	N/A	N/A
553-Paper2513	Video-based Surgical Skills Assessment using Long term Tool Tracking	Very Good	Very Good	Satisfactory	5	5	6	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
554-Paper2365	Vision-Language Contrastive Learning Approach to Robust Automatic Placenta Analysis Using Photographic Images	Satisfactory	Very Good	Good	6	6	5	Somewhat Confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
555-Paper2116	Visual deep learning-based explanation for neuritic plaques segmentation in Alzheimer's Disease using weakly annotated whole slide histopathological images	Good	Good	Good	5	4	5	Somewhat Confident	Somewhat Confident	Somewhat Confident	Not Answered	4	Not Answered
556-Paper0718	Visual explanations for the detection of diabetic retinopathy from retinal fundus images	Very Good	Very Good	Very Good	6	4	4	Confident but not absolutely certain	Very confident	Very confident	Not Answered	Not Answered	Not Answered
557-Paper0634	vMFNet: Compositionality Meets Domain-generalised Segmentation	Very Good	Good	Excellent	6	4	7	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
558-Paper0897	Vol2Flow: Segment 3D Volumes using a Sequence of Registration Flows	Very Good	Good	Very Good	5	5	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
559-Paper1748	Warm Start Active Learning with Proxy Labels & Selection via Semi-Supervised Fine-Tuning	Poor	Poor	Good	3	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	4	Not Answered	Not Answered
560-Paper1064	WavTrans: Synergizing Wavelet and Cross-Attention Transformer for Multi-Contrast MRI Super-resolution	Excellent	Very Good	Very Good	7	6	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
561-Paper1100	Weakly Supervised MR-TRUS Image Synthesis for Brachytherapy of Prostate Cancer	Poor	Excellent	Good	4	7	6	Somewhat Confident	Somewhat Confident	Confident but not absolutely certain	N/A	N/A	N/A
562-Paper0890	Weakly Supervised Online Action Detection for Infant General Movements	Satisfactory	Very Good	Good	4	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	6	5	Not Answered
563-Paper1515	Weakly Supervised Segmentation by Tensor Graph Learning for Whole Slide Images	Very Good	Poor	Satisfactory	5	2	5	Confident but not absolutely certain	Confident but not absolutely certain	Not Confident	6	Not Answered	Not Answered
564-Paper1599	Weakly Supervised Volumetric Image Segmentation with Deformed Templates	Excellent	Very Good	Poor	5	5	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	5
565-Paper0507	Weakly-supervised Biomechanically-constrained CT/MRI Registration of the Spine	Very Good	Satisfactory	Very Good	5	3	5	Not Confident	Confident but not absolutely certain	Confident but not absolutely certain	5	4	Not Answered
566-Paper1283	Weakly-supervised High-fidelity Ultrasound Video Synthesis with Feature Decoupling	Good	Very Good	Very Good	5	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	5	Not Answered
567-Paper0130	Weighted Concordance Index Loss-based Multimodal Survival Modeling for Radiation Encephalopathy Assessment in Nasopharyngeal Carcinoma Radiotherapy	Good	Very Good	Excellent	5	5	7	Confident but not absolutely certain	Somewhat Confident	Very confident	N/A	N/A	N/A
568-Paper1328	What can we learn about a generated image corrupting its latent representation?	Very Good	Good	Excellent	6	6	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
569-Paper0115	What Makes for Automatic Reconstruction of Pulmonary Segments	Good	Very Good	Good	4	6	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
570-Paper2080	White Matter Tracts are Point Clouds: Neuropsychological Score Prediction and Critical Region Localization via Geometric Deep Learning	Good	Good	Good	5	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	5	Not Answered
571-Paper1180	Whole Slide Cervical Cancer Screening Using Graph Attention Network and Supervised Contrastive Learning	Very Good	Poor	Very Good	5	3	7	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	5	Not Answered
572-Paper0898	Why patient data cannot be easily forgotten?	Very Good	Very Good	Very Good	5	6	3	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	6	Not Answered	Not Answered
573-Paper0475	XMorpher: Full Transformer for Deformable Medical Image Registration via Cross Attention	Good	Good	Good	4	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	Not Answered	6
574-Paper1063	Y-Net: A Spatiospectral Dual-Encoder Network for Medical Image Segmentation	Very Good	Excellent	Good	6	4	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	5
