category		contribution	contribution	contribution	contribution	detailed	detailed	detailed	detailed	justifictation	justifictation	justifictation	justifictation	repro	repro	repro	repro	strenghts	strenghts	strenghts	strenghts	total	total	total	weakness	weakness	weakness	weakness
476-Paper1715	Spatio-temporal motion correction and iterative reconstruction of in-utero fetal fMRI	110.0	36	37	37	248.0	20	149	79	85.0	46	15	24	54.0	20	20	14	86.0	23	39	24	202.0	409.0	216.0	244.0	57	149	38
477-Paper0361	Stabilize, Decompose, and Denoise: Self-Supervised Fluoroscopy Denoising	136.0	56	51	29	649.0	14	455	180	45.0	12	30	3	16.0	4	11	1	73.0	49	21	3	326.0	574.0	219.0	200.0	191	6	3
478-Paper1623	Stay focused - Enhancing model interpretability through guided feature training	206.0	98	79	29	329.0	66	99	164	120.0	24	70	26	74.0	9	24	41	206.0	78	90	38	343.0	540.0	381.0	329.0	68	178	83
479-Paper1049	Stepwise Feature Fusion: Local Guides Global	130.0	40	43	47	367.0	140	33	194	135.0	54	29	52	78.0	6	13	59	200.0	28	40	132	359.0	227.0	942.0	618.0	91	69	458
480-Paper2108	Stereo Depth Estimation via Self-Supervised Contrastive Representation Learning	73.0	22	25	26	117.0	6	64	47	40.0	4	16	20	60.0	32	21	7	167.0	80	61	26	153.0	245.0	335.0	276.0	9	58	209
481-Paper0252	Stroke lesion segmentation from low-quality and few-shot MRIs via similarity-weighted self-ensembling framework	255.0	147	46	62	687.0	409	208	70	175.0	87	55	33	58.0	44	6	8	164.0	69	58	37	1104.0	439.0	332.0	536.0	348	66	122
482-Paper0050	Structure-consistent Restoration Network for Cataract Fundus Image Enhancement	201.0	75	90	36	121.0	51	57	13	187.0	101	12	74	54.0	10	38	6	158.0	52	71	35	506.0	433.0	209.0	427.0	217	165	45
483-Paper1454	Super-Focus: Domain Adaptation for Embryo Imaging via Self-Supervised Focal Plane Regression	224.0	57	89	78	239.0	141	25	73	68.0	16	13	39	72.0	28	30	14	98.0	23	30	45	299.0	245.0	513.0	356.0	34	58	264
484-Paper1684	SUPER-IVIM-DC: Intra-voxel incoherent motion based Fetal lung maturity assessment from limited DWI data using supervised learning coupled with data-consistency	320.0	117	148	55	115.0	32	20	63	161.0	50	18	93	121.0	69	40	12	122.0	35	25	62	400.0	405.0	323.0	289.0	97	154	38
485-Paper2448	Supervised Contrastive Learning to Classify Paranasal Anomalies in the Maxillary Sinus	91.0	26	24	41	149.0	58	10	81	133.0	35	59	39	65.0	34	7	24	112.0	22	32	58	311.0	185.0	323.0	269.0	136	53	80
486-Paper1659	Supervised Deep Learning for Head Motion Correction in PET	210.0	78	65	67	1534.0	269	159	1106	269.0	148	75	46	344.0	269	10	65	238.0	41	59	138	1074.0	516.0	1467.0	462.0	269	148	45
487-Paper1418	Suppressing Poisoning Attacks on Federated Learning for Medical Imaging	153.0	73	31	49	327.0	120	202	5	168.0	22	127	19	28.0	11	16	1	115.0	19	48	48	336.0	504.0	214.0	263.0	91	80	92
489-Paper2739	Surgical Scene Segmentation Using Semantic Image Synthesis with a Virtual Surgery Environment	161.0	33	71	57	230.0	22	55	153	185.0	70	89	26	60.0	3	10	47	152.0	39	55	58	172.0	319.0	433.0	136.0	5	39	92
490-Paper0951	Surgical Skill Assessment via Video Semantic Aggregation	155.0	28	40	87	132.0	44	3	85	116.0	29	27	60	59.0	5	7	47	217.0	61	34	122	273.0	225.0	538.0	357.0	106	114	137
491-Paper0916	Surgical-VQA: Visual Question Answering in Surgical Scenes using Transformer	178.0	46	37	95	197.0	5	75	117	104.0	38	55	11	111.0	6	97	8	165.0	67	30	68	271.0	497.0	381.0	394.0	109	203	82
492-Paper1119	Survival Prediction of Brain Cancer with Incomplete Radiology, Pathology, Genomic, and Demographic Data	218.0	43	93	82	539.0	83	274	182	96.0	53	19	24	48.0	8	11	29	448.0	302	46	100	632.0	483.0	507.0	273.0	143	40	90
493-Paper0015	SVoRT: Iterative Transformer for Slice-to-Volume Registration in Fetal Brain MRI	236.0	71	102	63	831.0	600	145	86	158.0	31	81	46	91.0	40	10	41	220.0	36	122	62	830.0	511.0	342.0	147.0	52	51	44
494-Paper1401	Swin Deformable Attention U-Net Transformer (SDAUT) for Explainable Fast MRI	121.0	20	31	70	221.0	61	31	129	153.0	26	82	45	55.0	21	3	31	122.0	56	31	35	256.0	391.0	505.0	480.0	72	213	195
495-Paper0819	Swin-VoxelMorph: A Symmetric Unsupervised Learning Model for Deformable Medical Image Registration Using Swin Transformer	179.0	95	36	48	138.0	59	13	66	102.0	45	22	35	45.0	8	22	15	106.0	53	31	22	266.0	164.0	219.0	79.0	6	40	33
496-Paper0194	Tagged-MRI Sequence to Audio Synthesis via Self Residual Attention Guided Heterogeneous Translator	167.0	16	46	105	299.0	72	12	215	76.0	29	25	22	36.0	9	17	10	174.0	40	86	48	241.0	198.0	475.0	162.0	75	12	75
497-Paper0832	Task-oriented Self-supervised Learning for Anomaly Detection in Electroencephalography	104.0	58	37	9	300.0	164	43	93	100.0	37	11	52	24.0	9	14	1	89.0	27	25	37	354.0	260.0	253.0	250.0	59	130	61
498-Paper0887	Task-relevant Feature Replenishment for Cross-centre Polyp Segmentation	203.0	142	32	29	169.0	12	114	43	138.0	37	38	63	87.0	54	8	25	130.0	51	46	33	400.0	284.0	354.0	311.0	104	46	161
499-Paper1318	TBraTS: Trusted Brain Tumor Segmentation	113.0	37	42	34	402.0	26	323	53	65.0	13	48	4	18.0	10	4	4	86.0	25	26	35	131.0	485.0	258.0	190.0	20	42	128
500-Paper1738	Test Time Transform Prediction for Open Set Histopathological Image Recognition	179.0	125	36	18	290.0	152	76	62	41.0	19	16	6	69.0	19	17	33	65.0	23	15	27	345.0	171.0	193.0	65.0	7	11	47
501-Paper0841	Test-time Adaptation with Calibration of Medical Image Classification Nets for Label Distribution Shift	244.0	73	114	57	275.0	111	35	129	95.0	12	38	45	26.0	14	9	3	160.0	32	50	78	271.0	361.0	499.0	331.0	29	115	187
502-Paper2231	Test-Time Adaptation with Shape Moments for Image Segmentation	282.0	152	105	25	524.0	104	356	64	169.0	88	56	25	149.0	25	72	52	145.0	51	37	57	510.0	816.0	248.0	305.0	90	190	25
503-Paper0733	Test-time image-to-image translation ensembling improves out-of-distribution generalization in histopathology	164.0	35	74	55	189.0	29	126	34	32.0	5	13	14	49.0	6	29	14	112.0	28	34	50	166.0	358.0	278.0	256.0	63	82	111
504-Paper2524	TGANet: Text-guided attention for improved polyp segmentation	120.0	50	39	31	176.0	71	25	80	119.0	61	32	26	36.0	10	19	7	156.0	25	86	45	292.0	314.0	267.0	266.0	75	113	78
505-Paper2266	The (de)biasing effect of GAN-based augmentation methods on skin lesion images	168.0	39	78	51	203.0	91	73	39	103.0	11	73	19	25.0	4	11	10	129.0	12	83	34	187.0	428.0	186.0	173.0	30	110	33
506-Paper2284	The Dice loss in the context of missing or empty labels: introducing Ph and 	210.0	41	71	98	314.0	129	67	118	127.0	47	39	41	70.0	16	45	9	140.0	41	53	46	301.0	448.0	381.0	269.0	27	173	69
507-Paper1636	The Intrinsic Manifolds of Radiological Images and their Role in Deep Learning		61	72			20	67			7	42			10	4			13	54		128.0	452.0			17	213	
508-Paper2523	The Semi-constrained Network-Based Statistic (scNBS): integrating local and global information for brain network inference	176.0	70	59	47	267.0	70	24	173	96.0	66	20	10	258.0	67	176	15	78.0	37	16	25	447.0	387.0	280.0	239.0	137	92	10
509-Paper0158	Thoracic Lymph Node Segmentation in CT imaging via Lymph Node Station Stratification and Size Encoding	200.0	27	60	113	291.0	51	22	218	159.0	45	20	94	41.0	27	1	13	169.0	36	62	71	208.0	276.0	603.0	227.0	22	111	94
510-Paper1449	TINC: Temporally Informed Non-Contrastive Learning for Disease Progression Modeling in Retinal OCT Volumes	146.0	74	40	32	511.0	332	86	93	43.0	20	8	15	54.0	29	2	23	131.0	77	18	36	579.0	163.0	257.0	114.0	47	9	58
511-Paper2727	TMSS: An End-to-End Transformer-based Multimodal Network for Segmentation and Survival Prediction	99.0	21	21	57	342.0	78	6	258	89.0	22	13	54	46.0	1	11	34	121.0	19	33	69	193.0	100.0	499.0	95.0	52	16	27
512-Paper2295	Toward Clinically Assisted Colorectal Polyp Recognition via Structured Cross-modal Representation Consistency	57.0	20	17	20	268.0	55	195	18	102.0	45	12	45	43.0	15	1	27	73.0	21	23	29	187.0	294.0	146.0	84.0	31	46	7
513-Paper2769	Towards Confident Detection of Prostate Cancer using High Resolution Micro-ultrasound	153.0	51	52	50	199.0	127	33	39	74.0	5	15	54	39.0	1	9	29	140.0	24	73	43	228.0	321.0	298.0	242.0	20	139	83
514-Paper1162	Towards Holistic Surgical Scene Understanding	224.0	95	73	56	206.0	100	58	48	80.0	45	27	8	89.0	59	9	21	358.0	160	133	65	503.0	358.0	246.0	150.0	44	58	48
515-Paper1782	Towards performant and reliable undersampled MR reconstruction via diffusion model sampling	150.0	38	23	89	217.0	34	99	84	83.0	27	25	31	55.0	8	13	34	176.0	61	39	76	255.0	383.0	336.0	293.0	87	184	22
516-Paper0313	Towards Unsupervised Ultrasound Video Clinical Quality Assessment with Multi-Modality Data	154.0	42	97	15	741.0	193	386	162	69.0	15	41	13	67.0	4	37	26	103.0	31	50	22	299.0	643.0	275.0	83.0	14	32	37
517-Paper0500	Tracking by weakly-supervised learning and graph optimization for whole-embryo C. elegans lineages	212.0	85	61	66	672.0	371	297	4	153.0	34	91	28	112.0	53	25	34	201.0	79	24	98	772.0	552.0	397.0	371.0	150	54	167
518-Paper2282	TractoFormer: A Novel Fiber-level Whole Brain Tractography Analysis Framework Using Spectral Embedding and Vision Transformers	116.0	25	37	54	140.0	64	75	1	51.0	12	17	22	33.0	2	19	12	135.0	57	29	49	216.0	226.0	356.0	323.0	56	49	218
519-Paper1253	TransEM: Residual Swin-Transformer based regularized PET image reconstruction	224.0	96	69	59	563.0	34	32	497	153.0	39	31	83	127.0	10	1	116	138.0	13	72	53	336.0	284.0	1079.0	494.0	144	79	271
520-Paper1473	Transformer based feature fusion for left ventricle segmentation in 4D flow MRI	148.0	46	57	45	274.0	17	41	216	51.0	29	15	7	47.0	19	15	13	180.0	59	82	39	183.0	243.0	332.0	58.0	13	33	12
521-Paper0965	Transformer based multiple instance learning for weakly supervised histopathology image segmentation	212.0	78	84	50	256.0	19	172	65	102.0	53	26	23	44.0	15	25	4	129.0	58	25	46	355.0	445.0	327.0	384.0	132	113	139
522-Paper1805	Transformer Based Multi-task Deep Learning with Intravoxel Incoherent Motion Model Fitting for Microvascular Invasion Prediction of Hepatocellular Carcinoma	160.0	36	59	65	408.0	57	192	159	62.0	24	4	34	22.0	5	6	11	81.0	35	25	21	199.0	339.0	306.0	111.0	42	53	16
523-Paper1238	Transformer Based Multi-View Network for Mammographic Image Classification	168.0	71	49	48	113.0	55	48	10	106.0	43	50	13	37.0	21	3	13	79.0	11	27	41	277.0	271.0	143.0	188.0	76	94	18
524-Paper0423	Transformer Lesion Tracker		39	22			66	50			16	39			18	24			18	70		311.0	383.0			154	178	
525-Paper1461	Transforming the Interactive Segmentation for Medical Imaging	194.0	30	56	108	585.0	248	36	301	81.0	20	22	39	68.0	5	50	13	155.0	41	72	42	362.0	301.0	610.0	190.0	18	65	107
526-Paper1860	TransFusion: Multi-view Divergent Fusion for Medical Image Segmentation with Transformers	97.0	38	34	25	134.0	78	32	24	84.0	51	19	14	75.0	46	23	6	111.0	24	36	51	297.0	218.0	151.0	165.0	60	74	31
527-Paper0417	TranSQ: Transformer-based Semantic Query for Medical Report Generation	204.0	94	44	66	437.0	73	23	341	154.0	71	16	67	116.0	30	37	49	137.0	83	24	30	428.0	219.0	575.0	174.0	77	75	22
528-Paper0837	Trichomonas Vaginalis Segmentation in Microscope Images	143.0	52	65	26	314.0	66	101	147	66.0	27	30	9	202.0	22	160	20	138.0	40	48	50	289.0	483.0	271.0	180.0	82	79	19
529-Paper0983	UASSR:Unsupervised Arbitrary Scale Super-resolution Reconstruction of Single Anisotropic 3D images via Disentangled Representation Learning?	175.0	88	50	37	572.0	458	7	107	114.0	98	3	13	196.0	151	28	17	129.0	31	63	35	1023.0	212.0	241.0	290.0	197	61	32
530-Paper0805	ULTRA: Uncertainty-aware Label Distribution Learning for Breast Tumor Cellularity Assessment	223.0	52	67	104	447.0	233	56	158	74.0	12	23	39	55.0	9	14	32	86.0	24	55	7	342.0	320.0	405.0	182.0	12	105	65
531-Paper2324	Uncertainty Aware Sampling Framework of Weak-Label Learning for Histology Image Classification	133.0	29	74	30	254.0	40	93	121	126.0	62	17	47	37.0	6	17	14	117.0	15	38	64	194.0	466.0	284.0	277.0	42	227	8
532-Paper1024	Uncertainty-aware Cascade Network for Ultrasound Image Segmentation with Ambiguous Boundary	88.0	41	29	18	461.0	218	128	115	59.0	28	21	10	20.0	13	4	3	100.0	34	20	46	363.0	239.0	207.0	81.0	29	37	15
533-Paper0136	Uncertainty-Guided Lung Nodule Segmentation with Feature-Aware Attention	178.0	91	13	74	164.0	120	7	37	82.0	23	7	52	34.0	15	1	18	195.0	60	12	123	556.0	151.0	422.0	476.0	247	111	118
534-Paper0010	Undersampled MRI Reconstruction with Side Information-Guided Normalisation	139.0	25	59	55	173.0	4	54	115	58.0	14	28	16	42.0	10	19	13	135.0	29	75	31	99.0	249.0	255.0	56.0	17	14	25
535-Paper0077	UNeXt: MLP-based Rapid Medical Image Segmentation Network	161.0	88	46	27	466.0	423	37	6	97.0	50	43	4	99.0	52	16	31	227.0	64	139	24	715.0	408.0	310.0	383.0	38	127	218
536-Paper1888	Uni4Eye: Unified 2D and 3D Self-supervised Pre-training via Masked Image Modeling Transformer for Ophthalmic Image Classification	303.0	121	118	64	630.0	133	370	127	101.0	24	70	7	103.0	29	62	12	183.0	65	95	23	495.0	823.0	284.0	282.0	123	108	51
537-Paper2587	Unified Embeddings of Structural and Functional Connectome via a Function-Constrained Structural Graph Variational Auto-Encoder	111.0	51	36	24	423.0	105	54	264	94.0	43	7	44	28.0	5	7	16	96.0	29	22	45	283.0	172.0	438.0	141.0	50	46	45
538-Paper1638	Unsupervised Contrastive Learning of Image Representations from Ultrasound Videos with Hard Negative Mining	122.0	49	38	35	158.0	15	102	41	146.0	60	51	35	23.0	3	13	7	135.0	48	28	59	255.0	293.0	204.0	168.0	80	61	27
539-Paper0316	Unsupervised Cross-Disease Domain Adaptation by Lesion Scale Matching	184.0	78	67	39	117.0	92	9	16	42.0	32	7	3	46.0	29	7	10	109.0	34	33	42	332.0	132.0	236.0	202.0	67	9	126
540-Paper2464	Unsupervised Cross-Domain Feature Extraction for Single Blood Cell Image Classification	100.0	38	20	42	650.0	143	479	28	70.0	19	10	41	57.0	32	10	15	119.0	14	69	36	299.0	1017.0	319.0	639.0	53	429	157
541-Paper0421	Unsupervised Deep Non-Rigid Alignment by Low-Rank Loss and Multi-Input Attention	146.0	24	56	66	950.0	216	203	531	53.0	8	22	23	72.0	3	33	36	138.0	37	25	76	324.0	486.0	750.0	201.0	36	147	18
542-Paper0045	Unsupervised Deformable Image Registration with Absent Correspondences in Pre-operative and Post-Recurrence Brain Tumor MRI Scans	149.0	46	85	18	287.0	23	79	185	124.0	29	56	39	75.0	21	43	11	94.0	18	57	19	303.0	380.0	309.0	263.0	166	60	37
543-Paper2562	Unsupervised Domain Adaptation with Contrastive Learning for OCT Segmentation	172.0	59	37	76	228.0	2	200	26	97.0	15	27	55	58.0	12	4	42	162.0	36	44	82	282.0	324.0	545.0	434.0	158	12	264
544-Paper0139	Unsupervised Domain Adaptive Fundus Image Segmentation with Category-level Regularization	114.0	51	40	23	115.0	44	3	68	43.0	24	10	9	29.0	11	14	4	69.0	40	6	23	225.0	369.0	151.0	375.0	55	296	24
545-Paper0928	Unsupervised Lesion-Aware Transfer Learning for Diabetic Retinopathy Grading in Ultra-Wide-Field Fundus Photography	231.0	40	102	89	866.0	126	135	605	90.0	19	40	31	61.0	8	20	33	84.0	33	24	27	258.0	378.0	842.0	146.0	32	57	57
546-Paper2097	Unsupervised Nuclei Segmentation using Spatial Organization Priors	234.0	41	149	44	440.0	120	175	145	94.0	14	23	57	124.0	22	44	58	76.0	32	21	23	300.0	566.0	347.0	245.0	71	154	20
547-Paper2242	Unsupervised Representation Learning of Cingulate Cortical Folding Patterns	103.0	33	16	54	274.0	51	50	173	50.0	21	15	14	30.0	9	10	11	74.0	40	17	17	228.0	144.0	305.0	146.0	74	36	36
548-Paper0547	Usable Region Estimate for Assessing Practical Usability of Medical Image Segmentation Models	128.0	54	34	40	303.0	85	183	35	100.0	44	38	18	21.0	14	5	2	95.0	55	34	6	394.0	315.0	121.0	183.0	142	21	20
549-Paper0871	USG-Net: Deep Learning-based Ultrasound Scanning-Guide for an Orthopedic Sonographer	188.0	89	48	51	825.0	482	51	292	95.0	16	34	45	87.0	22	28	37	125.0	25	50	50	693.0	259.0	553.0	185.0	59	48	78
550-Paper0962	Using Guided Self-Attention with Local Information for Polyp Segmentation	150.0	18	29	103	286.0	14	191	81	116.0	9	37	70	289.0	2	19	268	156.0	31	42	83	115.0	354.0	660.0	132.0	41	36	55
551-Paper1714	USPoint: Self-Supervised Interest Point Detection and Description for Ultrasound-Probe Motion Estimation during Fine-Adjustment Standard Fetal Plane Finding	234.0	107	115	12	544.0	232	181	131	90.0	55	14	21	65.0	16	41	8	218.0	79	120	19	815.0	630.0	285.0	579.0	326	159	94
552-Paper1036	Vector Quantisation for Robust Segmentation	105.0	53	34	18	617.0	85	407	125	90.0	36	29	25	90.0	1	68	21	201.0	91	49	61	474.0	869.0	276.0	516.0	208	282	26
553-Paper2513	Video-based Surgical Skills Assessment using Long term Tool Tracking	196.0	75	14	107	1348.0	180	71	1097	72.0	36	12	24	116.0	28	5	83	176.0	46	50	80	426.0	291.0	1424.0	233.0	61	139	33
554-Paper2365	Vision-Language Contrastive Learning Approach to Robust Automatic Placenta Analysis Using Photographic Images	146.0	34	38	74	366.0	26	250	90	70.0	18	32	20	110.0	28	2	80	147.0	47	49	51	184.0	435.0	400.0	180.0	31	64	85
555-Paper2116	Visual deep learning-based explanation for neuritic plaques segmentation in Alzheimer's Disease using weakly annotated whole slide histopathological images	117.0	27	40	50	213.0	38	128	47	80.0	41	21	18	42.0	26	6	10	90.0	58	14	18	265.0	245.0	190.0	158.0	75	36	47
556-Paper0718	Visual explanations for the detection of diabetic retinopathy from retinal fundus images	147.0	50	68	29	186.0	54	33	99	91.0	4	7	80	51.0	19	3	29	194.0	84	55	55	249.0	259.0	461.0	300.0	38	93	169
557-Paper0634	vMFNet: Compositionality Meets Domain-generalised Segmentation	223.0	45	102	76	595.0	82	128	385	155.0	78	35	42	60.0	11	22	27	204.0	59	61	84	331.0	497.0	752.0	343.0	56	149	138
558-Paper0897	Vol2Flow: Segment 3D Volumes using a Sequence of Registration Flows	158.0	55	42	61	341.0	27	285	29	95.0	14	12	69	30.0	9	17	4	64.0	10	25	29	126.0	405.0	327.0	170.0	11	24	135
559-Paper1748	Warm Start Active Learning with Proxy Labels & Selection via Semi-Supervised Fine-Tuning	155.0	30	65	60	120.0	31	68	21	73.0	11	16	46	24.0	3	14	7	186.0	93	23	70	219.0	250.0	322.0	233.0	51	64	118
560-Paper1064	WavTrans: Synergizing Wavelet and Cross-Attention Transformer for Multi-Contrast MRI Super-resolution	141.0	62	42	37	220.0	41	147	32	83.0	74	4	5	56.0	18	25	13	122.0	41	42	39	260.0	316.0	147.0	101.0	24	56	21
561-Paper1100	Weakly Supervised MR-TRUS Image Synthesis for Brachytherapy of Prostate Cancer	124.0	41	49	34	82.0	56	21	5	114.0	35	52	27	59.0	11	9	39	132.0	42	25	65	260.0	157.0	182.0	88.0	75	1	12
562-Paper0890	Weakly Supervised Online Action Detection for Infant General Movements	258.0	102	84	72	214.0	44	50	120	139.0	24	60	55	108.0	34	24	50	232.0	47	77	108	293.0	380.0	502.0	224.0	42	85	97
563-Paper1515	Weakly Supervised Segmentation by Tensor Graph Learning for Whole Slide Images	154.0	94	45	15	485.0	284	19	182	75.0	41	31	3	89.0	57	31	1	98.0	74	21	3	686.0	272.0	207.0	264.0	136	125	3
564-Paper1599	Weakly Supervised Volumetric Image Segmentation with Deformed Templates	144.0	80	44	20	161.0	60	36	65	92.0	21	22	49	57.0	14	6	37	80.0	42	23	15	356.0	151.0	381.0	354.0	139	20	195
565-Paper0507	Weakly-supervised Biomechanically-constrained CT/MRI Registration of the Spine	104.0	19	58	27	159.0	20	79	60	36.0	11	8	17	35.0	25	9	1	105.0	16	81	8	111.0	304.0	170.0	146.0	20	69	57
566-Paper1283	Weakly-supervised High-fidelity Ultrasound Video Synthesis with Feature Decoupling	159.0	78	29	52	125.0	95	12	18	54.0	18	28	8	52.0	20	22	10	191.0	38	116	37	326.0	273.0	228.0	246.0	77	66	103
567-Paper0130	Weighted Concordance Index Loss-based Multimodal Survival Modeling for Radiation Encephalopathy Assessment in Nasopharyngeal Carcinoma Radiotherapy	240.0	61	35	144	129.0	41	21	67	122.0	27	41	54	91.0	21	23	47	198.0	103	34	61	355.0	206.0	412.0	193.0	102	52	39
568-Paper1328	What can we learn about a generated image corrupting its latent representation?	175.0	53	48	74	144.0	21	109	14	117.0	37	12	68	31.0	2	16	13	112.0	19	34	59	196.0	262.0	261.0	140.0	64	43	33
569-Paper0115	What Makes for Automatic Reconstruction of Pulmonary Segments	196.0	34	108	54	211.0	131	47	33	41.0	13	15	13	37.0	13	17	7	85.0	30	18	37	278.0	428.0	309.0	445.0	57	223	165
570-Paper2080	White Matter Tracts are Point Clouds: Neuropsychological Score Prediction and Critical Region Localization via Geometric Deep Learning	199.0	92	34	73	147.0	37	88	22	108.0	41	10	57	92.0	62	13	17	174.0	68	48	58	480.0	217.0	404.0	381.0	180	24	177
571-Paper1180	Whole Slide Cervical Cancer Screening Using Graph Attention Network and Supervised Contrastive Learning	102.0	38	19	45	333.0	276	22	35	221.0	7	161	53	39.0	2	11	26	96.0	18	30	48	357.0	417.0	233.0	216.0	16	174	26
572-Paper0898	Why patient data cannot be easily forgotten?	199.0	33	114	52	449.0	240	161	48	63.0	17	29	17	36.0	4	24	8	139.0	25	70	44	387.0	476.0	398.0	375.0	68	78	229
573-Paper0475	XMorpher: Full Transformer for Deformable Medical Image Registration via Cross Attention	127.0	24	42	61	706.0	249	198	259	76.0	39	6	31	21.0	11	9	1	91.0	27	14	50	384.0	374.0	418.0	155.0	34	105	16
574-Paper1063	Y-Net: A Spatiospectral Dual-Encoder Network for Medical Image Segmentation	116.0	35	34	47	244.0	61	117	66	40.0	29	1	10	41.0	27	13	1	85.0	64	14	7	366.0	192.0	221.0	253.0	150	13	90
